timestamp,seed,filter_n_atoms,input_scale_factor,diffusion_loss_type,diffusion_noise_schedule,val_l2,test_l2,atm_stable,mol_stable
2025-11-09T18:49:00,52,9,0.1,l2,polynomial_2,6.608,6.163,37.778,0.0
2025-11-09T18:55:55,52,9,0.2,l2,polynomial_2,8.406,7.892,49.111,0.0
2025-11-09T19:02:55,52,9,0.4,l2,polynomial_2,10.105,9.616,44.222,0.0
2025-11-09T19:09:52,52,9,0.6,l2,polynomial_2,10.738,10.521,54.667,2.0
2025-11-09T19:16:47,52,9,0.8,l2,polynomial_2,11.402,10.845,63.333,7.0
2025-11-09T19:23:42,52,9,1.0,l2,polynomial_2,11.571,10.837,63.111,3.0
2025-11-09T19:30:41,52,9,1.2,l2,polynomial_2,11.26,10.894,68.0,3.0
2025-11-09T19:37:45,52,9,1.4,l2,polynomial_2,10.897,10.964,73.0,7.0
2025-11-09T19:44:51,52,9,1.6,l2,polynomial_2,10.94,10.972,72.333,11.0
2025-11-09T19:51:52,52,9,1.8,l2,polynomial_2,10.976,11.077,70.778,9.0
2025-11-09T19:58:59,52,9,2.0,l2,polynomial_2,10.796,10.764,76.778,10.0
2025-11-09T20:06:04,52,9,3.0,l2,polynomial_2,10.155,10.459,79.889,25.0
2025-11-09T20:13:05,52,9,4.0,l2,polynomial_2,10.649,10.108,77.889,19.0
2025-11-09T20:20:09,52,9,5.0,l2,polynomial_2,12.208,11.093,75.667,15.0
2025-11-09T20:27:11,52,9,6.0,l2,polynomial_2,12.424,12.125,80.444,20.0
2025-11-09T20:34:14,52,9,7.0,l2,polynomial_2,14.168,13.013,74.778,12.0
2025-11-09T20:41:12,52,9,8.0,l2,polynomial_2,13.192,12.433,77.667,15.0
2025-11-09T20:48:12,52,9,9.0,l2,polynomial_2,11.8,10.462,86.778,36.0
2025-11-09T20:55:13,52,9,10.0,l2,polynomial_2,12.721,11.814,80.778,22.0
2025-11-09T21:03:06,52,12,0.1,l2,polynomial_2,8.377,7.404,35.75,0.0
2025-11-09T21:11:02,52,12,0.2,l2,polynomial_2,10.842,9.739,40.25,0.0
2025-11-09T21:18:54,52,12,0.4,l2,polynomial_2,13.391,12.612,50.583,2.0
2025-11-09T21:26:49,52,12,0.6,l2,polynomial_2,14.807,13.694,66.333,0.0
2025-11-09T21:34:46,52,12,0.8,l2,polynomial_2,15.383,14.385,67.833,3.0
2025-11-09T21:42:39,52,12,1.0,l2,polynomial_2,15.846,14.84,69.5,0.0
2025-11-09T21:50:32,52,12,1.2,l2,polynomial_2,15.829,14.898,70.75,0.0
2025-11-09T21:58:24,52,12,1.4,l2,polynomial_2,15.834,14.997,73.5,4.0
2025-11-09T22:06:16,52,12,1.6,l2,polynomial_2,15.724,14.897,77.833,7.0
2025-11-09T22:14:07,52,12,1.8,l2,polynomial_2,15.59,15.138,68.333,3.0
2025-11-09T22:22:00,52,12,2.0,l2,polynomial_2,15.406,14.695,75.917,9.0
2025-11-09T22:29:51,52,12,3.0,l2,polynomial_2,14.618,14.0,81.833,10.0
2025-11-09T22:37:49,52,12,4.0,l2,polynomial_2,15.057,14.236,84.583,12.0
2025-11-09T22:45:45,52,12,5.0,l2,polynomial_2,15.565,14.768,85.417,12.0
2025-11-09T22:53:42,52,12,6.0,l2,polynomial_2,15.955,15.107,83.333,11.0
2025-11-09T23:01:40,52,12,7.0,l2,polynomial_2,17.091,16.13,80.917,10.0
2025-11-09T23:09:37,52,12,8.0,l2,polynomial_2,17.018,15.822,82.0,14.0
2025-11-09T23:17:37,52,12,9.0,l2,polynomial_2,16.819,15.929,76.833,9.0
2025-11-09T23:25:36,52,12,10.0,l2,polynomial_2,15.881,15.057,83.5,14.0
2025-11-09T23:34:40,52,16,0.1,l2,polynomial_2,9.361,9.418,35.062,0.0
2025-11-09T23:43:46,52,16,0.2,l2,polynomial_2,12.735,13.237,47.312,0.0
2025-11-09T23:52:52,52,16,0.4,l2,polynomial_2,16.586,17.809,57.812,0.0
2025-11-10T00:01:53,52,16,0.6,l2,polynomial_2,18.206,19.722,68.062,0.0
2025-11-10T00:10:45,52,16,0.8,l2,polynomial_2,19.55,21.066,69.438,0.0
2025-11-10T00:19:45,52,16,1.0,l2,polynomial_2,20.174,21.636,76.25,2.0
2025-11-10T00:29:05,52,16,1.2,l2,polynomial_2,20.644,21.565,79.938,3.0
2025-11-10T00:38:11,52,16,1.4,l2,polynomial_2,20.774,21.22,82.5,1.0
2025-11-10T00:47:14,52,16,1.6,l2,polynomial_2,21.103,21.779,77.375,2.0
2025-11-10T00:56:20,52,16,1.8,l2,polynomial_2,21.148,21.992,79.625,2.0
2025-11-10T01:05:21,52,16,2.0,l2,polynomial_2,19.791,21.011,83.375,14.0
2025-11-10T01:14:25,52,16,3.0,l2,polynomial_2,19.57,20.149,88.062,16.0
2025-11-10T01:23:25,52,16,4.0,l2,polynomial_2,33.344,33.56,55.937,0.0
2025-11-10T01:32:23,52,16,5.0,l2,polynomial_2,79.34,77.034,0.688,0.0
2025-11-10T01:41:26,52,16,6.0,l2,polynomial_2,24.556,24.455,80.938,3.0
2025-11-10T01:50:25,52,16,7.0,l2,polynomial_2,25.321,25.163,75.688,1.0
2025-11-10T01:59:25,52,16,8.0,l2,polynomial_2,22.801,22.824,86.0,10.0
2025-11-10T02:08:23,52,16,9.0,l2,polynomial_2,23.749,23.539,83.562,5.0
2025-11-10T02:17:19,52,16,10.0,l2,polynomial_2,48.775,47.465,2.938,0.0
2025-11-10T02:28:17,52,20,0.1,l2,polynomial_2,11.123,10.819,43.5,0.0
2025-11-10T02:39:13,52,20,0.2,l2,polynomial_2,15.624,15.704,52.7,0.0
2025-11-10T02:50:08,52,20,0.4,l2,polynomial_2,20.65,21.444,69.55,0.0
2025-11-10T03:01:05,52,20,0.6,l2,polynomial_2,22.93,23.731,77.95,1.0
2025-11-10T03:12:02,52,20,0.8,l2,polynomial_2,23.877,24.311,84.35,6.0
2025-11-10T03:22:58,52,20,1.0,l2,polynomial_2,25.455,25.923,83.65,4.0
2025-11-10T03:33:52,52,20,1.2,l2,polynomial_2,24.944,25.659,85.85,8.0
2025-11-10T03:44:43,52,20,1.4,l2,polynomial_2,25.142,25.778,86.65,13.0
2025-11-10T03:55:33,52,20,1.6,l2,polynomial_2,25.51,26.089,87.5,9.0
2025-11-10T04:06:24,52,20,1.8,l2,polynomial_2,24.837,25.173,88.4,9.0
2025-11-10T04:17:18,52,20,2.0,l2,polynomial_2,25.661,26.149,86.6,6.0
2025-11-10T04:28:10,52,20,3.0,l2,polynomial_2,31.846,31.386,79.05,2.0
2025-11-10T04:39:06,52,20,4.0,l2,polynomial_2,26.875,26.647,88.45,5.0
2025-11-10T04:49:56,52,20,5.0,l2,polynomial_2,72.297,71.319,5.25,0.0
2025-11-10T05:00:49,52,20,6.0,l2,polynomial_2,62.298,62.06,43.95,0.0
2025-11-10T05:11:42,52,20,7.0,l2,polynomial_2,54.796,54.582,18.45,0.0
2025-11-10T05:22:36,52,20,8.0,l2,polynomial_2,34.987,33.031,65.65,0.0
2025-11-10T05:33:31,52,20,9.0,l2,polynomial_2,41.498,40.695,66.35,0.0
2025-11-10T05:44:24,52,20,10.0,l2,polynomial_2,46.033,44.272,48.7,0.0
2025-11-10T05:51:24,52,9,0.1,l2,cosine,6.288,5.955,32.778,0.0
2025-11-10T05:58:24,52,9,0.2,l2,cosine,7.781,7.586,39.222,0.0
2025-11-10T06:05:23,52,9,0.4,l2,cosine,9.487,9.279,42.778,0.0
2025-11-10T06:12:22,52,9,0.6,l2,cosine,10.266,10.222,48.667,6.0
2025-11-10T06:19:20,52,9,0.8,l2,cosine,11.16,10.958,54.111,0.0
2025-11-10T06:26:18,52,9,1.0,l2,cosine,11.247,10.724,64.0,4.0
2025-11-10T06:33:15,52,9,1.2,l2,cosine,11.02,10.637,70.667,5.0
2025-11-10T06:40:16,52,9,1.4,l2,cosine,10.652,10.622,74.444,11.0
2025-11-10T06:47:06,52,9,1.6,l2,cosine,10.808,10.783,68.333,8.0
2025-11-10T06:54:00,52,9,1.8,l2,cosine,10.789,11.011,73.222,15.0
2025-11-10T07:00:53,52,9,2.0,l2,cosine,10.764,11.01,76.333,13.0
2025-11-10T07:07:50,52,9,3.0,l2,cosine,10.304,10.592,75.444,20.0
2025-11-10T07:14:51,52,9,4.0,l2,cosine,10.122,10.177,78.111,23.0
2025-11-10T07:21:52,52,9,5.0,l2,cosine,12.005,11.371,72.667,14.0
2025-11-10T07:28:54,52,9,6.0,l2,cosine,11.989,11.182,23.778,4.0
2025-11-10T07:35:52,52,9,7.0,l2,cosine,12.157,11.144,51.333,6.0
2025-11-10T07:42:51,52,9,8.0,l2,cosine,11.744,10.907,0.444,0.0
2025-11-10T07:49:48,52,9,9.0,l2,cosine,11.982,11.024,31.889,11.0
2025-11-10T07:56:43,52,9,10.0,l2,cosine,12.113,11.254,6.222,1.0
2025-11-10T08:04:35,52,12,0.1,l2,cosine,7.768,6.885,30.083,0.0
2025-11-10T08:12:26,52,12,0.2,l2,cosine,10.443,9.324,35.167,0.0
2025-11-10T08:20:16,52,12,0.4,l2,cosine,12.502,11.85,49.667,0.0
2025-11-10T08:28:07,52,12,0.6,l2,cosine,14.183,13.162,41.917,0.0
2025-11-10T08:35:59,52,12,0.8,l2,cosine,15.349,14.141,51.917,0.0
2025-11-10T08:43:52,52,12,1.0,l2,cosine,15.328,14.397,62.25,0.0
2025-11-10T08:51:37,52,12,1.2,l2,cosine,15.436,14.525,66.583,2.0
2025-11-10T08:59:28,52,12,1.4,l2,cosine,15.225,14.49,70.5,3.0
2025-11-10T09:07:20,52,12,1.6,l2,cosine,15.225,14.615,75.5,8.0
2025-11-10T09:15:08,52,12,1.8,l2,cosine,15.559,14.966,49.0,3.0
2025-11-10T09:22:56,52,12,2.0,l2,cosine,15.364,14.673,69.333,4.0
2025-11-10T09:30:44,52,12,3.0,l2,cosine,16.678,15.685,77.0,10.0
2025-11-10T09:38:35,52,12,4.0,l2,cosine,14.435,13.708,76.083,10.0
2025-11-10T09:46:27,52,12,5.0,l2,cosine,16.385,15.63,33.25,4.0
2025-11-10T09:54:15,52,12,6.0,l2,cosine,17.65,16.748,12.25,0.0
2025-11-10T10:02:03,52,12,7.0,l2,cosine,16.979,16.049,2.083,0.0
2025-11-10T10:09:48,52,12,8.0,l2,cosine,21.074,20.071,5.917,0.0
2025-11-10T10:17:34,52,12,9.0,l2,cosine,16.282,15.481,45.5,5.0
2025-11-10T10:25:21,52,12,10.0,l2,cosine,18.434,17.007,0.833,0.0
2025-11-10T10:34:19,52,16,0.1,l2,cosine,8.589,8.937,39.562,0.0
2025-11-10T10:43:15,52,16,0.2,l2,cosine,11.927,12.577,45.125,0.0
2025-11-10T10:52:15,52,16,0.4,l2,cosine,15.489,16.78,49.875,0.0
2025-11-10T11:01:16,52,16,0.6,l2,cosine,17.556,19.279,61.0,0.0
2025-11-10T11:10:13,52,16,0.8,l2,cosine,18.866,20.533,68.938,0.0
2025-11-10T11:19:10,52,16,1.0,l2,cosine,19.313,20.982,73.5,2.0
2025-11-10T11:28:09,52,16,1.2,l2,cosine,19.335,20.791,76.438,1.0
2025-11-10T11:37:08,52,16,1.4,l2,cosine,20.017,20.965,76.5,3.0
2025-11-10T11:46:02,52,16,1.6,l2,cosine,20.085,21.219,77.062,3.0
2025-11-10T11:54:57,52,16,1.8,l2,cosine,20.359,21.115,82.5,7.0
2025-11-10T12:03:50,52,16,2.0,l2,cosine,19.558,20.593,39.875,4.0
2025-11-10T12:12:42,52,16,3.0,l2,cosine,19.34,20.1,85.188,8.0
2025-11-10T12:21:33,52,16,4.0,l2,cosine,21.521,21.95,83.562,7.0
2025-11-10T12:30:27,52,16,5.0,l2,cosine,25.145,24.713,54.25,1.0
2025-11-10T12:39:20,52,16,6.0,l2,cosine,24.56,24.512,24.812,0.0
2025-11-10T12:48:13,52,16,7.0,l2,cosine,56.656,53.013,14.312,0.0
2025-11-10T12:57:06,52,16,8.0,l2,cosine,41.654,41.205,0.0,0.0
2025-11-10T13:05:57,52,16,9.0,l2,cosine,44.54,43.452,0.0,0.0
2025-11-10T13:14:50,52,16,10.0,l2,cosine,36.98,36.739,11.562,0.0
2025-11-10T13:25:40,52,20,0.1,l2,cosine,10.52,10.027,39.2,0.0
2025-11-10T13:36:32,52,20,0.2,l2,cosine,14.701,14.555,55.45,0.0
2025-11-10T13:47:24,52,20,0.4,l2,cosine,19.534,20.031,70.05,0.0
2025-11-10T13:58:15,52,20,0.6,l2,cosine,21.842,22.681,74.6,0.0
2025-11-10T14:09:03,52,20,0.8,l2,cosine,23.473,23.929,78.1,1.0
2025-11-10T14:19:52,52,20,1.0,l2,cosine,24.41,24.55,82.75,6.0
2025-11-10T14:30:40,52,20,1.2,l2,cosine,24.768,25.215,82.95,3.0
2025-11-10T14:41:29,52,20,1.4,l2,cosine,24.807,25.444,86.8,13.0
2025-11-10T14:52:19,52,20,1.6,l2,cosine,25.251,25.999,55.9,4.0
2025-11-10T15:03:12,52,20,1.8,l2,cosine,24.442,25.036,87.65,6.0
2025-11-10T15:14:02,52,20,2.0,l2,cosine,24.258,24.856,88.8,15.0
2025-11-10T15:24:53,52,20,3.0,l2,cosine,24.606,25.212,15.5,2.0
2025-11-10T15:35:45,52,20,4.0,l2,cosine,26.325,26.672,77.7,6.0
2025-11-10T15:46:40,52,20,5.0,l2,cosine,30.262,29.578,2.05,0.0
2025-11-10T15:57:31,52,20,6.0,l2,cosine,31.649,30.763,0.7,0.0
2025-11-10T16:08:23,52,20,7.0,l2,cosine,35.833,34.823,4.55,0.0
2025-11-10T16:19:07,52,20,8.0,l2,cosine,91.499,89.376,0.3,0.0
2025-11-10T16:29:53,52,20,9.0,l2,cosine,36.937,36.095,1.3,0.0
2025-11-10T16:40:42,52,20,10.0,l2,cosine,54.476,53.427,0.0,0.0
